scenario,date,start_interval,end_interval_exclusive,time_range,amount_kwh
problem4_2_perfect_price,2025-09-28,118,131,19:40-21:50,4024.3114193051733
problem4_2_perfect_price,2025-09-29,36,37,06:00-06:10,20.39463333333333
problem4_2_perfect_price,2025-09-29,123,125,20:30-20:50,348.2582792164811
problem4_2_perfect_price,2025-09-30,56,58,09:20-09:40,142.74084838043376
problem4_2_perfect_price,2025-09-30,60,61,10:00-10:10,3.8029135000000895
problem4_2_perfect_price,2025-09-30,120,121,20:00-20:10,31.411150000000134
problem4_2_perfect_price,2025-09-30,123,128,20:30-21:20,745.438888137935
problem4_2_perfect_price,2025-10-05,49,56,08:10-09:20,1096.3201304823704
problem4_2_perfect_price,2025-10-05,123,124,20:30-20:40,305.9722760115689
problem4_2_perfect_price,2025-10-05,127,129,21:10-21:30,61.63406324708071
problem4_2_perfect_price,2025-10-12,36,37,06:00-06:10,20.929933333333338
problem4_2_perfect_price,2025-10-12,50,56,08:20-09:20,1026.053817684738
problem4_2_perfect_price,2025-10-12,121,124,20:10-20:40,2035.8955078908011
problem4_2_perfect_price,2025-10-12,126,131,21:00-21:50,65.11965922599725
problem4_2_perfect_price,2025-10-14,55,58,09:10-09:40,205.2948976911161
problem4_2_perfect_price,2025-10-15,123,124,20:30-20:40,75.96923684415731
problem4_2_perfect_price,2025-10-16,122,124,20:20-20:40,1104.6905963008292
problem4_2_perfect_price,2025-10-19,49,58,08:10-09:40,1980.3361836526572
problem4_2_perfect_price,2025-10-19,114,117,19:00-19:30,851.6288481040702
problem4_2_perfect_price,2025-10-19,118,131,19:40-21:50,3582.5733333826292
problem4_2_perfect_price,2025-10-20,56,61,09:20-10:10,476.323294591538
problem4_2_perfect_price,2025-10-22,57,62,09:30-10:20,637.9438472760803
problem4_2_perfect_price,2025-10-22,123,126,20:30-21:00,124.47729005943734
problem4_2_perfect_price,2025-10-22,130,131,21:40-21:50,10.420177466709287
problem4_2_perfect_price,2025-10-26,53,59,08:50-09:50,657.5125905415824
problem4_2_perfect_price,2025-10-26,120,131,20:00-21:50,1781.9218576644303
problem4_2_perfect_price,2025-10-27,36,37,06:00-06:10,15.890929132416204
problem4_2_perfect_price,2025-10-27,122,123,20:20-20:30,346.44158921664877
problem4_2_perfect_price,2025-10-29,59,63,09:50-10:30,228.9821174560584
problem4_2_perfect_price,2025-10-29,121,129,20:10-21:30,1695.702080376021
problem4_2_perfect_price,2025-10-30,36,37,06:00-06:10,3.641833333333352
problem4_2_perfect_price,2025-10-30,123,126,20:30-21:00,138.12192355364607
problem4_2_perfect_price,2025-10-30,128,131,21:20-21:50,55.75470217521274
problem4_2_perfect_price,2025-11-02,53,61,08:50-10:10,1573.031667127545
problem4_2_perfect_price,2025-11-02,121,131,20:10-21:50,2319.0076978486472
problem4_2_perfect_price,2025-11-04,36,37,06:00-06:10,21.977883333333466
problem4_2_perfect_price,2025-11-04,123,124,20:30-20:40,346.4651911501136
problem4_2_perfect_price,2025-11-04,126,128,21:00-21:20,58.56890888965752
problem4_2_perfect_price,2025-11-06,58,64,09:40-10:40,716.3837136976172
problem4_2_perfect_price,2025-11-06,127,131,21:10-21:50,96.86687732703342
problem4_2_perfect_price,2025-11-09,57,60,09:30-10:00,433.0078028072804
problem4_2_perfect_price,2025-11-09,120,131,20:00-21:50,2826.7832133702323
problem4_2_perfect_price,2025-11-10,123,124,20:30-20:40,124.94066362446756
problem4_2_perfect_price,2025-11-10,125,126,20:50-21:00,16.283629560915482
problem4_2_perfect_price,2025-11-10,130,131,21:40-21:50,21.058088783737436
problem4_2_perfect_price,2025-11-12,38,39,06:20-06:30,11.773333333333426
problem4_2_perfect_price,2025-11-16,39,40,06:30-06:40,2.7407333333334236
problem4_2_perfect_price,2025-11-16,60,65,10:00-10:50,699.8681467053111
problem4_2_perfect_price,2025-11-16,119,120,19:50-20:00,396.61710638432834
problem4_2_perfect_price,2025-11-16,122,125,20:20-20:50,1530.4292394924314
problem4_2_perfect_price,2025-11-16,127,130,21:10-21:40,76.74673806969709
problem4_2_perfect_price,2025-11-19,35,36,05:50-06:00,1.3850000000001046
problem4_2_perfect_price,2025-11-23,59,65,09:50-10:50,1014.0249107502768
problem4_2_perfect_price,2025-11-23,123,129,20:30-21:30,848.3998910685133
problem4_2_perfect_price,2025-11-24,36,37,06:00-06:10,18.83966666666663
problem4_2_perfect_price,2025-11-26,36,37,06:00-06:10,32.99316666666664
problem4_2_perfect_price,2025-11-30,36,37,06:00-06:10,6.062833333333515
problem4_2_perfect_price,2025-11-30,59,65,09:50-10:50,499.12623787050126
problem4_2_perfect_price,2025-11-30,120,124,20:00-20:40,2480.0179201616857
problem4_2_perfect_price,2025-11-30,128,131,21:20-21:50,107.4384341932207
problem4_2_perfect_price,2025-12-01,47,49,07:50-08:10,113.36543333333316
problem4_2_perfect_price,2025-12-01,55,65,09:10-10:50,3403.751178211921
problem4_2_perfect_price,2025-12-01,122,124,20:20-20:40,875.7544387346189
problem4_2_perfect_price,2025-12-02,47,50,07:50-08:20,173.89789266476544
problem4_2_perfect_price,2025-12-02,56,65,09:20-10:50,3455.028543028548
problem4_2_perfect_price,2025-12-02,122,125,20:20-20:50,1153.6337653143664
problem4_2_perfect_price,2025-12-02,128,131,21:20-21:50,37.55628206900237
problem4_2_perfect_price,2025-12-03,47,49,07:50-08:10,47.89181203380713
problem4_2_perfect_price,2025-12-03,59,64,09:50-10:40,939.229790742378
problem4_2_perfect_price,2025-12-03,123,127,20:30-21:10,773.5581583482746
problem4_2_perfect_price,2025-12-04,48,50,08:00-08:20,108.65656309564997
problem4_2_perfect_price,2025-12-04,56,65,09:20-10:50,2505.872005478359
problem4_2_perfect_price,2025-12-04,124,125,20:40-20:50,124.92239954709265
problem4_2_perfect_price,2025-12-07,47,49,07:50-08:10,164.7132833333335
problem4_2_perfect_price,2025-12-07,55,65,09:10-10:50,2816.0052143254175
problem4_2_perfect_price,2025-12-07,118,126,19:40-21:00,4538.895819351888
problem4_2_perfect_price,2025-12-07,128,131,21:20-21:50,119.61155944697214
problem4_2_perfect_price,2025-12-09,47,50,07:50-08:20,138.38569225205845
problem4_2_perfect_price,2025-12-09,123,124,20:30-20:40,160.65266105067872
problem4_2_perfect_price,2025-12-09,126,128,21:00-21:20,25.466916148025554
problem4_2_perfect_price,2025-12-14,47,49,07:50-08:10,87.21601666666663
problem4_2_perfect_price,2025-12-14,57,65,09:30-10:50,2809.594454592307
problem4_2_perfect_price,2025-12-14,119,131,19:50-21:50,4500.796266293928
problem4_2_perfect_price,2025-12-15,47,48,07:50-08:00,4.2083267739176335
problem4_2_perfect_price,2025-12-21,47,49,07:50-08:10,90.81919855656281
problem4_2_perfect_price,2025-12-21,60,65,10:00-10:50,1348.163246172267
problem4_2_perfect_price,2025-12-21,120,131,20:00-21:50,3293.429687531465
problem4_2_perfect_price,2025-12-28,47,50,07:50-08:20,140.3975697617551
problem4_2_perfect_price,2025-12-28,122,131,20:20-21:50,1177.0506332639643
